user_id,experiment_group,device,traffic_source,age_group,view,click,add_to_cart,checkout,purchase,order_value,revenue
12252,Control,Mobile,Organic,25-34,False,False,False,False,False,0.0,0.0
12253,Variant,Mobile,Paid Search,35-44,True,True,False,False,False,0.0,0.0
12254,Control,Desktop,Direct,35-44,True,False,False,False,False,0.0,0.0
12255,Control,Desktop,Direct,25-34,True,True,False,False,False,0.0,0.0
12256,Variant,Mobile,Organic,18-24,True,False,False,False,False,0.0,0.0
12257,Variant,Mobile,Organic,35-44,True,True,False,False,False,0.0,0.0
12258,Control,Mobile,Direct,18-24,True,False,False,False,False,0.0,0.0
12259,Control,Mobile,Organic,35-44,False,False,False,False,False,0.0,0.0
12260,Variant,Desktop,Social,55+,True,True,True,True,False,0.0,0.0
12261,Control,Desktop,Email,25-34,True,True,False,False,False,0.0,0.0
12262,Control,Desktop,Social,55+,True,True,True,True,True,137.08,137.08
12263,Control,Tablet,Social,25-34,True,True,False,False,False,0.0,0.0
12264,Control,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
12265,Variant,Mobile,Organic,25-34,True,True,False,False,False,0.0,0.0
12266,Control,Desktop,Direct,55+,True,False,False,False,False,0.0,0.0
12267,Variant,Mobile,Organic,55+,False,False,False,False,False,0.0,0.0
12268,Control,Desktop,Organic,35-44,True,False,False,False,False,0.0,0.0
12269,Control,Mobile,Organic,18-24,False,False,False,False,False,0.0,0.0
12270,Control,Mobile,Paid Search,18-24,True,False,False,False,False,0.0,0.0
12271,Variant,Mobile,Email,25-34,True,True,False,False,False,0.0,0.0
12272,Control,Desktop,Organic,35-44,True,True,False,False,False,0.0,0.0
12273,Control,Tablet,Paid Search,55+,True,False,False,False,False,0.0,0.0
12274,Control,Desktop,Organic,18-24,True,False,False,False,False,0.0,0.0
12275,Variant,Desktop,Paid Search,18-24,True,False,False,False,False,0.0,0.0
12276,Control,Mobile,Social,45-54,True,False,False,False,False,0.0,0.0
12277,Variant,Mobile,Organic,45-54,True,False,False,False,False,0.0,0.0
12278,Variant,Mobile,Organic,45-54,True,True,False,False,False,0.0,0.0
12279,Variant,Mobile,Direct,18-24,True,True,True,True,True,20.29,20.29
12280,Variant,Desktop,Direct,55+,False,False,False,False,False,0.0,0.0
12281,Control,Desktop,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12282,Variant,Mobile,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12283,Variant,Mobile,Paid Search,45-54,True,False,False,False,False,0.0,0.0
12284,Control,Mobile,Social,45-54,True,False,False,False,False,0.0,0.0
12285,Variant,Mobile,Email,25-34,True,True,True,False,False,0.0,0.0
12286,Control,Tablet,Direct,25-34,True,False,False,False,False,0.0,0.0
12287,Variant,Desktop,Organic,35-44,False,False,False,False,False,0.0,0.0
12288,Variant,Desktop,Direct,25-34,True,False,False,False,False,0.0,0.0
12289,Variant,Mobile,Organic,25-34,True,True,True,False,False,0.0,0.0
12290,Control,Mobile,Social,25-34,True,True,False,False,False,0.0,0.0
12291,Variant,Desktop,Paid Search,35-44,True,True,True,True,False,0.0,0.0
12292,Variant,Mobile,Organic,25-34,True,False,False,False,False,0.0,0.0
12293,Control,Desktop,Email,25-34,True,False,False,False,False,0.0,0.0
12294,Variant,Mobile,Direct,18-24,True,True,False,False,False,0.0,0.0
12295,Variant,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
12296,Variant,Desktop,Social,35-44,True,False,False,False,False,0.0,0.0
12297,Variant,Mobile,Email,35-44,True,True,False,False,False,0.0,0.0
12298,Control,Desktop,Organic,35-44,False,False,False,False,False,0.0,0.0
12299,Control,Mobile,Organic,35-44,True,True,True,True,True,150.05,150.05
12300,Control,Desktop,Organic,25-34,True,True,True,True,True,57.41,57.41
12301,Control,Desktop,Organic,45-54,True,False,False,False,False,0.0,0.0
12302,Control,Desktop,Direct,45-54,True,False,False,False,False,0.0,0.0
12303,Variant,Desktop,Paid Search,55+,True,True,False,False,False,0.0,0.0
12304,Control,Mobile,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12305,Variant,Desktop,Organic,45-54,True,False,False,False,False,0.0,0.0
12306,Control,Desktop,Direct,55+,True,False,False,False,False,0.0,0.0
12307,Control,Tablet,Paid Search,25-34,True,True,False,False,False,0.0,0.0
12308,Variant,Tablet,Paid Search,45-54,False,False,False,False,False,0.0,0.0
12309,Variant,Desktop,Paid Search,25-34,True,True,True,False,False,0.0,0.0
12310,Control,Desktop,Organic,35-44,True,False,False,False,False,0.0,0.0
12311,Variant,Mobile,Direct,25-34,True,False,False,False,False,0.0,0.0
12312,Control,Mobile,Social,25-34,True,True,False,False,False,0.0,0.0
12313,Control,Desktop,Email,35-44,False,False,False,False,False,0.0,0.0
12314,Control,Mobile,Email,55+,True,True,True,True,False,0.0,0.0
12315,Variant,Mobile,Email,55+,True,False,False,False,False,0.0,0.0
12316,Control,Desktop,Social,45-54,True,True,True,False,False,0.0,0.0
12317,Variant,Desktop,Email,18-24,True,True,True,True,False,0.0,0.0
12318,Variant,Desktop,Direct,45-54,True,True,True,False,False,0.0,0.0
12319,Control,Desktop,Direct,35-44,True,True,True,True,False,0.0,0.0
12320,Variant,Mobile,Social,18-24,True,False,False,False,False,0.0,0.0
12321,Control,Desktop,Email,55+,False,False,False,False,False,0.0,0.0
12322,Control,Desktop,Social,25-34,True,False,False,False,False,0.0,0.0
12323,Control,Desktop,Social,55+,True,False,False,False,False,0.0,0.0
12324,Control,Mobile,Organic,18-24,False,False,False,False,False,0.0,0.0
12325,Control,Mobile,Social,18-24,False,False,False,False,False,0.0,0.0
12326,Control,Desktop,Organic,45-54,True,True,False,False,False,0.0,0.0
12327,Variant,Desktop,Direct,25-34,True,True,False,False,False,0.0,0.0
12328,Control,Mobile,Paid Search,55+,True,True,True,True,False,0.0,0.0
12329,Control,Desktop,Social,35-44,True,False,False,False,False,0.0,0.0
12330,Variant,Desktop,Direct,25-34,True,False,False,False,False,0.0,0.0
12331,Control,Mobile,Paid Search,35-44,True,False,False,False,False,0.0,0.0
12332,Variant,Mobile,Social,55+,True,False,False,False,False,0.0,0.0
12333,Variant,Mobile,Paid Search,45-54,True,True,False,False,False,0.0,0.0
12334,Control,Mobile,Organic,35-44,True,False,False,False,False,0.0,0.0
12335,Control,Mobile,Email,25-34,True,False,False,False,False,0.0,0.0
12336,Control,Desktop,Social,55+,True,True,False,False,False,0.0,0.0
12337,Control,Desktop,Organic,45-54,True,False,False,False,False,0.0,0.0
12338,Variant,Mobile,Email,25-34,False,False,False,False,False,0.0,0.0
12339,Variant,Mobile,Paid Search,45-54,True,True,True,True,False,0.0,0.0
12340,Variant,Desktop,Paid Search,35-44,False,False,False,False,False,0.0,0.0
12341,Control,Mobile,Organic,18-24,True,False,False,False,False,0.0,0.0
12342,Variant,Mobile,Paid Search,35-44,True,True,False,False,False,0.0,0.0
12343,Control,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
12344,Variant,Mobile,Email,35-44,False,False,False,False,False,0.0,0.0
12345,Variant,Mobile,Direct,25-34,False,False,False,False,False,0.0,0.0
12346,Control,Mobile,Organic,18-24,True,True,False,False,False,0.0,0.0
12347,Control,Tablet,Paid Search,45-54,True,False,False,False,False,0.0,0.0
12348,Control,Mobile,Social,35-44,False,False,False,False,False,0.0,0.0
12349,Variant,Tablet,Social,18-24,True,False,False,False,False,0.0,0.0
12350,Control,Mobile,Social,45-54,True,True,True,False,False,0.0,0.0
12351,Variant,Mobile,Email,55+,False,False,False,False,False,0.0,0.0
12352,Variant,Desktop,Direct,18-24,False,False,False,False,False,0.0,0.0
12353,Control,Desktop,Email,18-24,True,True,True,False,False,0.0,0.0
12354,Variant,Tablet,Paid Search,25-34,True,True,False,False,False,0.0,0.0
12355,Control,Mobile,Organic,45-54,True,True,False,False,False,0.0,0.0
12356,Control,Desktop,Organic,25-34,True,True,False,False,False,0.0,0.0
12357,Variant,Desktop,Direct,35-44,True,False,False,False,False,0.0,0.0
12358,Control,Desktop,Social,18-24,False,False,False,False,False,0.0,0.0
12359,Variant,Tablet,Paid Search,25-34,False,False,False,False,False,0.0,0.0
12360,Variant,Desktop,Paid Search,35-44,False,False,False,False,False,0.0,0.0
12361,Control,Mobile,Paid Search,55+,True,True,True,True,False,0.0,0.0
12362,Variant,Desktop,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12363,Control,Desktop,Email,25-34,True,True,False,False,False,0.0,0.0
12364,Variant,Mobile,Email,55+,True,False,False,False,False,0.0,0.0
12365,Variant,Mobile,Social,18-24,True,False,False,False,False,0.0,0.0
12366,Variant,Tablet,Organic,25-34,True,True,False,False,False,0.0,0.0
12367,Variant,Mobile,Email,35-44,True,True,False,False,False,0.0,0.0
12368,Control,Mobile,Social,35-44,True,False,False,False,False,0.0,0.0
12369,Variant,Mobile,Email,35-44,True,True,False,False,False,0.0,0.0
12370,Control,Mobile,Organic,45-54,True,False,False,False,False,0.0,0.0
12371,Variant,Tablet,Social,25-34,True,False,False,False,False,0.0,0.0
12372,Control,Desktop,Direct,55+,True,True,False,False,False,0.0,0.0
12373,Control,Mobile,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12374,Control,Desktop,Organic,45-54,True,False,False,False,False,0.0,0.0
12375,Control,Mobile,Direct,18-24,True,False,False,False,False,0.0,0.0
12376,Control,Mobile,Social,45-54,True,False,False,False,False,0.0,0.0
12377,Control,Desktop,Paid Search,45-54,True,True,True,True,True,30.16,30.16
12378,Variant,Mobile,Organic,35-44,False,False,False,False,False,0.0,0.0
12379,Variant,Mobile,Paid Search,35-44,True,True,True,True,False,0.0,0.0
12380,Control,Desktop,Paid Search,45-54,True,True,True,True,True,78.91,78.91
12381,Variant,Mobile,Paid Search,35-44,True,True,True,False,False,0.0,0.0
12382,Control,Mobile,Paid Search,18-24,True,True,True,True,True,167.38,167.38
12383,Variant,Mobile,Direct,18-24,True,True,True,True,False,0.0,0.0
12384,Control,Mobile,Direct,35-44,True,True,True,True,True,99.92,99.92
12385,Variant,Desktop,Organic,25-34,False,False,False,False,False,0.0,0.0
12386,Control,Mobile,Organic,18-24,True,False,False,False,False,0.0,0.0
12387,Control,Tablet,Paid Search,45-54,True,False,False,False,False,0.0,0.0
12388,Variant,Mobile,Organic,25-34,True,False,False,False,False,0.0,0.0
12389,Variant,Desktop,Organic,18-24,True,True,False,False,False,0.0,0.0
12390,Variant,Desktop,Organic,55+,True,False,False,False,False,0.0,0.0
12391,Control,Mobile,Paid Search,35-44,True,True,False,False,False,0.0,0.0
12392,Variant,Tablet,Direct,55+,True,False,False,False,False,0.0,0.0
12393,Variant,Mobile,Organic,25-34,True,True,False,False,False,0.0,0.0
12394,Control,Desktop,Organic,18-24,True,True,False,False,False,0.0,0.0
12395,Control,Desktop,Social,45-54,True,True,False,False,False,0.0,0.0
12396,Control,Mobile,Paid Search,35-44,True,True,False,False,False,0.0,0.0
12397,Control,Mobile,Social,55+,False,False,False,False,False,0.0,0.0
12398,Control,Mobile,Organic,35-44,True,False,False,False,False,0.0,0.0
12399,Control,Desktop,Organic,55+,True,False,False,False,False,0.0,0.0
12400,Variant,Mobile,Organic,55+,True,True,False,False,False,0.0,0.0
12401,Variant,Mobile,Social,18-24,True,True,False,False,False,0.0,0.0
12402,Variant,Mobile,Direct,25-34,True,True,True,True,True,57.06,57.06
12403,Variant,Mobile,Direct,55+,True,True,True,False,False,0.0,0.0
12404,Control,Desktop,Direct,25-34,True,False,False,False,False,0.0,0.0
12405,Variant,Mobile,Social,25-34,True,True,True,True,True,28.47,28.47
12406,Variant,Desktop,Social,45-54,True,True,False,False,False,0.0,0.0
12407,Variant,Mobile,Direct,35-44,False,False,False,False,False,0.0,0.0
12408,Control,Desktop,Organic,45-54,True,True,True,False,False,0.0,0.0
12409,Variant,Tablet,Organic,25-34,True,True,True,True,True,151.42,151.42
12410,Variant,Mobile,Social,25-34,False,False,False,False,False,0.0,0.0
12411,Variant,Tablet,Social,18-24,True,True,False,False,False,0.0,0.0
12412,Variant,Mobile,Organic,45-54,False,False,False,False,False,0.0,0.0
12413,Variant,Mobile,Social,35-44,True,True,False,False,False,0.0,0.0
12414,Variant,Tablet,Direct,45-54,True,True,False,False,False,0.0,0.0
12415,Variant,Desktop,Social,25-34,True,True,True,False,False,0.0,0.0
12416,Variant,Tablet,Direct,18-24,True,False,False,False,False,0.0,0.0
12417,Variant,Desktop,Organic,35-44,True,False,False,False,False,0.0,0.0
12418,Control,Mobile,Organic,18-24,True,False,False,False,False,0.0,0.0
12419,Variant,Mobile,Direct,25-34,True,False,False,False,False,0.0,0.0
12420,Control,Mobile,Paid Search,25-34,True,True,True,True,True,32.42,32.42
12421,Control,Mobile,Email,55+,True,True,True,True,True,105.73,105.73
12422,Control,Mobile,Organic,25-34,True,True,False,False,False,0.0,0.0
12423,Control,Mobile,Paid Search,35-44,True,True,False,False,False,0.0,0.0
12424,Control,Mobile,Organic,35-44,True,True,False,False,False,0.0,0.0
12425,Control,Desktop,Organic,25-34,True,True,True,False,False,0.0,0.0
12426,Control,Mobile,Direct,25-34,True,False,False,False,False,0.0,0.0
12427,Variant,Desktop,Paid Search,45-54,True,True,True,False,False,0.0,0.0
12428,Variant,Desktop,Paid Search,25-34,True,True,False,False,False,0.0,0.0
12429,Variant,Tablet,Social,35-44,True,True,True,True,False,0.0,0.0
12430,Control,Mobile,Social,18-24,True,True,True,False,False,0.0,0.0
12431,Control,Mobile,Social,25-34,True,False,False,False,False,0.0,0.0
12432,Variant,Desktop,Organic,55+,True,False,False,False,False,0.0,0.0
12433,Control,Desktop,Social,35-44,True,False,False,False,False,0.0,0.0
12434,Variant,Desktop,Paid Search,18-24,True,False,False,False,False,0.0,0.0
12435,Variant,Desktop,Paid Search,35-44,True,False,False,False,False,0.0,0.0
12436,Variant,Mobile,Paid Search,35-44,True,False,False,False,False,0.0,0.0
12437,Control,Desktop,Social,35-44,True,True,False,False,False,0.0,0.0
12438,Control,Mobile,Social,55+,True,False,False,False,False,0.0,0.0
12439,Variant,Mobile,Organic,18-24,True,False,False,False,False,0.0,0.0
12440,Control,Desktop,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12441,Variant,Mobile,Social,35-44,True,True,False,False,False,0.0,0.0
12442,Variant,Desktop,Direct,45-54,True,True,False,False,False,0.0,0.0
12443,Control,Desktop,Social,18-24,True,True,False,False,False,0.0,0.0
12444,Control,Mobile,Organic,55+,True,False,False,False,False,0.0,0.0
12445,Control,Mobile,Email,18-24,False,False,False,False,False,0.0,0.0
12446,Control,Desktop,Paid Search,35-44,True,False,False,False,False,0.0,0.0
12447,Variant,Tablet,Direct,18-24,True,True,False,False,False,0.0,0.0
12448,Variant,Tablet,Social,25-34,True,False,False,False,False,0.0,0.0
12449,Variant,Mobile,Organic,18-24,True,True,True,True,False,0.0,0.0
12450,Control,Desktop,Email,35-44,True,False,False,False,False,0.0,0.0
12451,Control,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
12452,Variant,Mobile,Paid Search,55+,True,True,False,False,False,0.0,0.0
12453,Variant,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
12454,Variant,Mobile,Social,45-54,True,True,False,False,False,0.0,0.0
12455,Variant,Mobile,Email,25-34,True,True,True,True,True,133.37,133.37
12456,Variant,Desktop,Organic,18-24,True,True,True,False,False,0.0,0.0
12457,Control,Mobile,Organic,35-44,True,True,False,False,False,0.0,0.0
12458,Control,Mobile,Organic,35-44,True,False,False,False,False,0.0,0.0
12459,Variant,Desktop,Direct,25-34,True,True,False,False,False,0.0,0.0
12460,Control,Desktop,Paid Search,35-44,True,False,False,False,False,0.0,0.0
12461,Variant,Mobile,Organic,45-54,True,False,False,False,False,0.0,0.0
12462,Control,Desktop,Direct,25-34,True,False,False,False,False,0.0,0.0
12463,Control,Tablet,Organic,25-34,True,False,False,False,False,0.0,0.0
12464,Control,Mobile,Direct,25-34,True,True,True,False,False,0.0,0.0
12465,Variant,Mobile,Organic,45-54,True,True,True,True,False,0.0,0.0
12466,Variant,Mobile,Direct,45-54,False,False,False,False,False,0.0,0.0
12467,Control,Mobile,Social,18-24,False,False,False,False,False,0.0,0.0
12468,Control,Mobile,Organic,18-24,True,True,False,False,False,0.0,0.0
12469,Control,Desktop,Email,18-24,True,False,False,False,False,0.0,0.0
12470,Control,Mobile,Paid Search,25-34,True,True,False,False,False,0.0,0.0
12471,Variant,Mobile,Organic,18-24,False,False,False,False,False,0.0,0.0
12472,Control,Mobile,Organic,18-24,True,True,True,False,False,0.0,0.0
12473,Control,Mobile,Social,35-44,False,False,False,False,False,0.0,0.0
12474,Control,Desktop,Direct,25-34,True,True,True,True,True,53.09,53.09
12475,Variant,Desktop,Social,25-34,True,False,False,False,False,0.0,0.0
12476,Variant,Mobile,Paid Search,25-34,True,True,True,True,True,94.59,94.59
12477,Variant,Desktop,Paid Search,55+,False,False,False,False,False,0.0,0.0
12478,Variant,Mobile,Paid Search,45-54,True,True,True,True,False,0.0,0.0
12479,Variant,Desktop,Paid Search,18-24,False,False,False,False,False,0.0,0.0
12480,Control,Mobile,Email,25-34,True,True,True,False,False,0.0,0.0
12481,Variant,Tablet,Paid Search,25-34,True,True,True,True,True,115.88,115.88
12482,Variant,Mobile,Organic,18-24,True,True,False,False,False,0.0,0.0
12483,Control,Mobile,Paid Search,35-44,False,False,False,False,False,0.0,0.0
12484,Variant,Mobile,Organic,18-24,True,True,True,True,True,90.58,90.58
12485,Variant,Mobile,Social,25-34,False,False,False,False,False,0.0,0.0
12486,Variant,Mobile,Paid Search,45-54,True,False,False,False,False,0.0,0.0
12487,Control,Desktop,Email,45-54,True,True,False,False,False,0.0,0.0
12488,Control,Desktop,Email,45-54,True,True,False,False,False,0.0,0.0
12489,Variant,Mobile,Email,45-54,True,True,True,True,False,0.0,0.0
12490,Control,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
12491,Control,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
12492,Control,Desktop,Organic,18-24,True,False,False,False,False,0.0,0.0
12493,Control,Mobile,Paid Search,35-44,True,False,False,False,False,0.0,0.0
12494,Variant,Mobile,Social,55+,False,False,False,False,False,0.0,0.0
12495,Variant,Desktop,Direct,35-44,True,False,False,False,False,0.0,0.0
12496,Variant,Mobile,Organic,25-34,True,True,False,False,False,0.0,0.0
12497,Control,Mobile,Organic,55+,True,False,False,False,False,0.0,0.0
12498,Control,Mobile,Email,55+,True,False,False,False,False,0.0,0.0
12499,Control,Desktop,Social,25-34,False,False,False,False,False,0.0,0.0
12500,Control,Tablet,Direct,25-34,True,True,True,False,False,0.0,0.0
12501,Variant,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
12502,Control,Desktop,Organic,45-54,True,True,True,False,False,0.0,0.0
12503,Control,Desktop,Paid Search,18-24,True,True,False,False,False,0.0,0.0
12504,Variant,Tablet,Email,18-24,False,False,False,False,False,0.0,0.0
12505,Variant,Desktop,Email,25-34,True,True,False,False,False,0.0,0.0
12506,Control,Desktop,Organic,55+,True,True,False,False,False,0.0,0.0
12507,Variant,Tablet,Paid Search,35-44,True,False,False,False,False,0.0,0.0
12508,Variant,Tablet,Direct,45-54,True,True,False,False,False,0.0,0.0
12509,Variant,Mobile,Direct,25-34,True,False,False,False,False,0.0,0.0
12510,Variant,Mobile,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12511,Control,Desktop,Email,55+,True,True,True,True,True,124.03,124.03
12512,Control,Desktop,Organic,35-44,True,True,True,True,True,48.1,48.1
12513,Control,Desktop,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12514,Variant,Mobile,Email,45-54,True,True,False,False,False,0.0,0.0
12515,Variant,Mobile,Direct,18-24,True,True,False,False,False,0.0,0.0
12516,Variant,Mobile,Paid Search,35-44,False,False,False,False,False,0.0,0.0
12517,Variant,Mobile,Paid Search,18-24,True,True,False,False,False,0.0,0.0
12518,Control,Mobile,Organic,25-34,False,False,False,False,False,0.0,0.0
12519,Control,Desktop,Paid Search,25-34,True,True,False,False,False,0.0,0.0
12520,Control,Desktop,Email,35-44,True,True,False,False,False,0.0,0.0
12521,Control,Mobile,Social,35-44,True,True,False,False,False,0.0,0.0
12522,Variant,Mobile,Email,35-44,True,False,False,False,False,0.0,0.0
12523,Variant,Mobile,Organic,25-34,False,False,False,False,False,0.0,0.0
12524,Control,Desktop,Paid Search,35-44,True,True,False,False,False,0.0,0.0
12525,Variant,Tablet,Organic,35-44,True,False,False,False,False,0.0,0.0
12526,Control,Mobile,Organic,45-54,True,True,True,True,True,59.51,59.51
12527,Variant,Mobile,Social,25-34,True,True,False,False,False,0.0,0.0
12528,Control,Desktop,Social,18-24,True,False,False,False,False,0.0,0.0
12529,Variant,Mobile,Paid Search,25-34,True,True,True,True,True,62.88,62.88
12530,Control,Mobile,Paid Search,25-34,True,True,False,False,False,0.0,0.0
12531,Control,Desktop,Paid Search,18-24,False,False,False,False,False,0.0,0.0
12532,Variant,Mobile,Social,35-44,True,False,False,False,False,0.0,0.0
12533,Control,Mobile,Organic,25-34,False,False,False,False,False,0.0,0.0
12534,Control,Desktop,Direct,45-54,True,True,False,False,False,0.0,0.0
12535,Control,Mobile,Social,35-44,True,False,False,False,False,0.0,0.0
12536,Variant,Tablet,Organic,45-54,True,True,True,True,True,97.29,97.29
12537,Control,Desktop,Direct,25-34,True,False,False,False,False,0.0,0.0
12538,Variant,Mobile,Email,18-24,True,False,False,False,False,0.0,0.0
12539,Variant,Desktop,Social,25-34,True,True,False,False,False,0.0,0.0
12540,Variant,Mobile,Paid Search,18-24,True,True,True,True,False,0.0,0.0
12541,Control,Desktop,Direct,45-54,True,False,False,False,False,0.0,0.0
12542,Variant,Mobile,Social,55+,False,False,False,False,False,0.0,0.0
12543,Control,Mobile,Paid Search,25-34,True,True,False,False,False,0.0,0.0
12544,Variant,Mobile,Direct,25-34,True,False,False,False,False,0.0,0.0
12545,Control,Desktop,Paid Search,25-34,False,False,False,False,False,0.0,0.0
12546,Variant,Mobile,Email,35-44,True,False,False,False,False,0.0,0.0
12547,Variant,Desktop,Organic,45-54,True,True,False,False,False,0.0,0.0
12548,Control,Desktop,Social,35-44,True,False,False,False,False,0.0,0.0
12549,Control,Desktop,Direct,35-44,True,True,False,False,False,0.0,0.0
12550,Control,Mobile,Direct,18-24,True,False,False,False,False,0.0,0.0
12551,Variant,Desktop,Social,45-54,True,True,True,True,False,0.0,0.0
12552,Control,Desktop,Email,18-24,False,False,False,False,False,0.0,0.0
12553,Variant,Mobile,Organic,45-54,True,False,False,False,False,0.0,0.0
12554,Variant,Mobile,Paid Search,45-54,False,False,False,False,False,0.0,0.0
12555,Variant,Mobile,Email,25-34,True,False,False,False,False,0.0,0.0
12556,Control,Mobile,Organic,25-34,True,True,False,False,False,0.0,0.0
12557,Control,Mobile,Email,18-24,False,False,False,False,False,0.0,0.0
12558,Control,Desktop,Email,25-34,True,False,False,False,False,0.0,0.0
12559,Variant,Desktop,Organic,25-34,False,False,False,False,False,0.0,0.0
12560,Control,Mobile,Email,45-54,True,False,False,False,False,0.0,0.0
12561,Control,Mobile,Direct,35-44,True,False,False,False,False,0.0,0.0
12562,Control,Desktop,Email,35-44,True,False,False,False,False,0.0,0.0
12563,Variant,Desktop,Email,25-34,False,False,False,False,False,0.0,0.0
12564,Variant,Mobile,Organic,35-44,True,False,False,False,False,0.0,0.0
12565,Control,Tablet,Paid Search,35-44,False,False,False,False,False,0.0,0.0
12566,Control,Mobile,Organic,55+,True,False,False,False,False,0.0,0.0
12567,Control,Desktop,Paid Search,35-44,True,True,True,True,True,56.5,56.5
12568,Control,Desktop,Paid Search,55+,True,False,False,False,False,0.0,0.0
12569,Variant,Tablet,Organic,55+,True,False,False,False,False,0.0,0.0
12570,Control,Tablet,Organic,25-34,True,False,False,False,False,0.0,0.0
12571,Variant,Tablet,Direct,18-24,False,False,False,False,False,0.0,0.0
12572,Variant,Tablet,Direct,35-44,True,True,True,True,False,0.0,0.0
12573,Variant,Mobile,Paid Search,45-54,True,False,False,False,False,0.0,0.0
12574,Control,Desktop,Organic,18-24,True,True,True,True,False,0.0,0.0
12575,Variant,Desktop,Paid Search,25-34,True,True,True,True,True,90.07,90.07
12576,Control,Tablet,Social,25-34,True,True,False,False,False,0.0,0.0
12577,Control,Mobile,Organic,18-24,True,True,False,False,False,0.0,0.0
12578,Variant,Mobile,Email,35-44,True,False,False,False,False,0.0,0.0
12579,Control,Mobile,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12580,Control,Desktop,Organic,45-54,True,False,False,False,False,0.0,0.0
12581,Control,Mobile,Social,35-44,True,True,False,False,False,0.0,0.0
12582,Control,Mobile,Organic,25-34,True,False,False,False,False,0.0,0.0
12583,Variant,Mobile,Social,25-34,False,False,False,False,False,0.0,0.0
12584,Variant,Mobile,Email,25-34,False,False,False,False,False,0.0,0.0
12585,Variant,Desktop,Email,25-34,True,True,True,True,False,0.0,0.0
12586,Control,Tablet,Social,25-34,True,False,False,False,False,0.0,0.0
12587,Control,Tablet,Organic,25-34,True,True,False,False,False,0.0,0.0
12588,Control,Mobile,Paid Search,18-24,False,False,False,False,False,0.0,0.0
12589,Variant,Desktop,Social,18-24,True,False,False,False,False,0.0,0.0
12590,Variant,Tablet,Social,45-54,True,True,True,True,True,65.31,65.31
12591,Variant,Mobile,Social,35-44,False,False,False,False,False,0.0,0.0
12592,Variant,Desktop,Organic,18-24,False,False,False,False,False,0.0,0.0
12593,Variant,Mobile,Organic,35-44,True,True,True,False,False,0.0,0.0
12594,Control,Mobile,Email,55+,True,True,True,True,True,41.44,41.44
12595,Variant,Mobile,Paid Search,45-54,True,True,False,False,False,0.0,0.0
12596,Variant,Desktop,Organic,25-34,True,True,True,True,True,152.1,152.1
12597,Variant,Mobile,Email,35-44,False,False,False,False,False,0.0,0.0
12598,Control,Mobile,Organic,35-44,True,True,True,False,False,0.0,0.0
12599,Variant,Mobile,Organic,25-34,True,True,True,True,True,65.44,65.44
12600,Control,Desktop,Organic,25-34,True,True,False,False,False,0.0,0.0
12601,Variant,Desktop,Direct,35-44,True,False,False,False,False,0.0,0.0
12602,Variant,Mobile,Direct,18-24,True,False,False,False,False,0.0,0.0
12603,Variant,Desktop,Organic,25-34,True,True,True,True,True,29.4,29.4
12604,Control,Mobile,Direct,55+,True,True,True,False,False,0.0,0.0
12605,Control,Desktop,Paid Search,55+,True,True,True,True,True,98.07,98.07
12606,Variant,Mobile,Organic,18-24,True,True,False,False,False,0.0,0.0
12607,Variant,Desktop,Paid Search,45-54,True,True,True,False,False,0.0,0.0
12608,Variant,Mobile,Organic,45-54,False,False,False,False,False,0.0,0.0
12609,Control,Mobile,Paid Search,55+,True,True,True,False,False,0.0,0.0
12610,Variant,Tablet,Paid Search,55+,True,False,False,False,False,0.0,0.0
12611,Variant,Mobile,Social,35-44,False,False,False,False,False,0.0,0.0
12612,Control,Mobile,Direct,45-54,True,False,False,False,False,0.0,0.0
12613,Control,Desktop,Paid Search,35-44,True,True,False,False,False,0.0,0.0
12614,Variant,Desktop,Paid Search,25-34,True,False,False,False,False,0.0,0.0
12615,Control,Desktop,Paid Search,35-44,True,True,False,False,False,0.0,0.0
12616,Variant,Desktop,Social,35-44,False,False,False,False,False,0.0,0.0
12617,Variant,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
12618,Control,Desktop,Email,45-54,True,True,False,False,False,0.0,0.0
12619,Control,Desktop,Social,45-54,True,True,True,True,True,59.39,59.39
12620,Variant,Mobile,Social,55+,True,False,False,False,False,0.0,0.0
12621,Variant,Mobile,Email,45-54,True,True,False,False,False,0.0,0.0
12622,Variant,Desktop,Paid Search,55+,True,False,False,False,False,0.0,0.0
